file,ref_number,ref_text,doi,doi_url,titleDoi,firstAuthDoi,author_similarity,title_similarity
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PRPF19,[2],"Zhang, N., Kaur, R., Akhter, S., Legerski, R. J. (2016). Oncotarget, 7(15), 20464-20479. C1D is a major effector of PRPF19 in response to DNA damage.",10.18632/oncotarget.6422,https://doi.org/10.18632/oncotarget.6422,Forkhead transcription factor FoxF1 interacts with Fanconi anemia protein complexes to promote DNA damage response,Pradhan,9,47
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PRPF19,[3],"Zhang, N., Kaur, R., Lu, X., Shen, X., Li, L., & Legerski, R. J. (2015). Oncogene, 34(8), 1068-1076. The Pso4 mRNA splicing and DNA repair complex interacts with WRN for processing of DNA interstrand cross-links.",10.1074/jbc.m508453200,https://doi.org/10.1074/jbc.m508453200,The Pso4 mRNA Splicing and DNA Repair Complex Interacts with WRN for Processing of DNA Interstrand Cross-links,Zhang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PRPF19,[4],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). Science, 348(6237), 124-128. High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PRPF19,[5],"Meyers, R. M., Bryan, J. G., McFarland, J. M., Weir, B. A., Sizemore, A. E., Xu, H., ... & Tsherniak, A. (2017). Cell, 168(4), 856-866. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.3410/f.732049442.793551364,https://doi.org/10.3410/f.732049442.793551364,Faculty Opinions recommendation of Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.,Smedley,6,88
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NDST4,[1],"Aikawa J, Grobe K, Tsujimoto M, Esko JD. 2001. Glycobiology. Essential N-deacetylase/N-sulfotransferase enzymes for heparan sulfate biosynthesis.",10.1074/jbc.m009606200,https://doi.org/10.1074/jbc.m009606200,Multiple Isozymes of Heparan Sulfate/Heparin GlcNAcN-Deacetylase/GlcN N-Sulfotransferase,Aikawa,100,69
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NDST4,[2],"Sarrazin S, Lamanna WC, Esko JD. 2011. Cold Spring Harb Perspect Biol. Heparan sulfate proteoglycans.",10.1101/cshperspect.a004952,https://doi.org/10.1101/cshperspect.a004952,Heparan Sulfate Proteoglycans,Sarrazin,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NDST4,[3],"Iozzo RV, Sanderson RD. 2011. FEBS J. Proteoglycans in cancer biology, tumour microenvironment and angiogenesis.",10.1111/j.1582-4934.2010.01236.x,https://doi.org/10.1111/j.1582-4934.2010.01236.x,"Proteoglycans in cancer biology, tumour microenvironment and angiogenesis",Iozzo,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NDST4,[4],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NDST4,[5],"Echeverri CJ, Beachy PA, Baum B, Boutros M, Buchholz F, Chanda SK, Downward J, Ellenberg J, Fraser AG, Hacohen N, Hahn WC, Jackson AL, Kiger A, Linsley PS, Lum L, Ma Y, Mathey-Prevot B, Root DE, Sabatini DM, Taipale J, Perrimon N, Bernards R. 2006. Nat Methods. Minimizing the risk of reporting false positives in large-scale RNAi screens.",10.1038/nmeth1006-777,https://doi.org/10.1038/nmeth1006-777,Minimizing the risk of reporting false positives in large-scale RNAi screens,Echeverri,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[1],Entrez Gene: NOC3L nucleolar complex associated 3 homolog (S. cerevisiae),10.1016/s0378-1119(97)00564-7,https://doi.org/10.1016/s0378-1119(97)00564-7,The DUG gene of Drosophila melanogaster encodes a structural and functional homolog of the S. cerevisiae SUG1 predicted ATPase associated with the 26S proteasome,Mounkes,13,69
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[2],"Lawrence MS, et al. (2014) Nature. Discovery and saturation analysis of cancer genes across 21 tumour types.",10.3410/f.718228166.793490063,https://doi.org/10.3410/f.718228166.793490063,Faculty Opinions recommendation of Discovery and saturation analysis of cancer genes across 21 tumour types.,Copeland,11,83
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[3],"Davoli T, et al. (2013) Cell Reports. Cumulative haploinsufficiency and triplosensitivity drive aneuploidy patterns and shape the cancer genome.",10.1016/j.cell.2013.10.011,https://doi.org/10.1016/j.cell.2013.10.011,Cumulative Haploinsufficiency and Triplosensitivity Drive Aneuploidy Patterns and Shape the Cancer Genome,Davoli,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[4],"Hart T, et al. (2015) Science. High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities.",10.3410/f.725961145.793520856,https://doi.org/10.3410/f.725961145.793520856,Faculty Opinions recommendation of High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.,Kumar,5,88
experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[5],"Meyers RM, et al. (2017) Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.3410/f.732049442.793551364,https://doi.org/10.3410/f.732049442.793551364,Faculty Opinions recommendation of Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.,Smedley,8,90
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL12B,[1],Trinchieri G. 2003. Nature Reviews Immunology. Interleukin-12 and the regulation of innate resistance and adaptive immunity.,10.1038/nri1001,https://doi.org/10.1038/nri1001,Interleukin-12 and the regulation of innate resistance and adaptive immunity,Trinchieri,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL12B,[2],"Vignali DA, Kuchroo VK. 2012. Nature Immunology. IL-12 family cytokines: immunological playmakers.",10.1038/ni.2366,https://doi.org/10.1038/ni.2366,IL-12 family cytokines: immunological playmakers,Vignali,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL12B,[3],"Colombo MP, Trinchieri G. 2002. Nature Reviews Cancer. Interleukin-12 in anti-tumor immunity and immunotherapy.",10.1016/s1359-6101(01)00032-6,https://doi.org/10.1016/s1359-6101(01)00032-6,Interleukin-12 in anti-tumor immunity and immunotherapy,Colombo,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL12B,[4],"Teng MW, et al. 2015. Nature Reviews Drug Discovery. Targeting IL-12 and IL-23 cytokines: from bench to bedside.",10.1016/j.ddstr.2006.08.004,https://doi.org/10.1016/j.ddstr.2006.08.004,Targeting the p40 cytokines interleukin (IL)-12 and IL-23 in Crohn's disease,Veldman,11,62
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRT26,[1],"Moll R, Divo M, Langbein L. 2008. The human keratins: biology and pathology. Histochemistry and Cell Biology.",10.1007/s00418-008-0435-6,https://doi.org/10.1007/s00418-008-0435-6,The human keratins: biology and pathology,Moll,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRT26,[2],"Shimomura Y, Wajid M, Petukhova L, Kurban M, Christiano AM. 2010. Autosomal-dominant woolly hair resulting from disruption of keratin 74 (KRT74), a potential determinant of human hair texture. American Journal of Human Genetics.",10.1016/j.ajhg.2010.02.025,https://doi.org/10.1016/j.ajhg.2010.02.025,"Autosomal-Dominant Woolly Hair Resulting from Disruption of Keratin 74 (KRT74), a Potential Determinant of Human Hair Texture",Shimomura,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SS18L2,[1],"Aizawa, H., Hu, S. C., Bobb, K., Balakrishnan, K., Ince, G., Gurevich, I., ... & Snyder, S. H. (2004). The Journal of Neuroscience, 24(43), 9658-9669. Dendrite development regulated by CREST, a calcium-regulated transcriptional activator.",10.1126/science.1089845,https://doi.org/10.1126/science.1089845,"Dendrite Development Regulated by CREST, a Calcium-Regulated Transcriptional Activator",Aizawa,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SS18L2,[2],"Qiu, Z., & Ghosh, A. (2008). Neuron, 60(1), 101-112. A calcium-dependent switch in a CREST-BRG1 complex regulates activity-dependent gene expression.",10.1016/j.neuron.2008.09.040,https://doi.org/10.1016/j.neuron.2008.09.040,A Calcium-Dependent Switch in a CREST-BRG1 Complex Regulates Activity-Dependent Gene Expression,Qiu,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SS18L2,[3],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). Cell, 162(4), 675-687. High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SS18L2,[4],"Wang, T., Birsoy, K., Hughes, N. W., Krupczak, K. M., Post, Y., Wei, J. J., ... & Sabatini, D. M. (2015). Science, 350(6264), 1096-1101. Identification and characterization of essential genes in the human genome.",10.1126/science.aac7041,https://doi.org/10.1126/science.aac7041,Identification and characterization of essential genes in the human genome,Wang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ZP2,[1],"Lefièvre L, Conner SJ, Salpekar A, et al. 2004. Human Reproduction. Four zona pellucida glycoproteins are expressed in the human.",10.1093/humrep/deh301,https://doi.org/10.1093/humrep/deh301,Four zona pellucida glycoproteins are expressed in the human,Lefievre,13,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ZP2,[2],"Rankin TL, Coleman JS, Epifano O, et al. 2003. Developmental Biology. Fertility and taxon-specific sperm binding persist after replacement of mouse sperm receptors with human homologs.",10.1016/s1534-5807(03)00195-3,https://doi.org/10.1016/s1534-5807(03)00195-3,Fertility and Taxon-Specific Sperm Binding Persist after Replacement of Mouse Sperm Receptors with Human Homologs,Rankin,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ZP2,[3],"Domcke S, Sinha R, Levine DA, et al. 2013. Nature Communications. Evaluating cell lines as tumour models by comparison of genomic profiles.",10.1038/ncomms3126,https://doi.org/10.1038/ncomms3126,Evaluating cell lines as tumour models by comparison of genomic profiles,Domcke,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--MRGPRX2,[1],"Tatemoto K, Nozaki Y, Tsuda R, et al. 2006. Proc Natl Acad Sci U S A. Peptide histidine isoleucine and tryptase stimulate the release of histamine from human skin mast cells through activation of Mas-related gene X2.",10.3410/f.718012742.793480350,https://doi.org/10.3410/f.718012742.793480350,Faculty Opinions recommendation of β-Defensins activate human mast cells via Mas-related gene X2.,Stevens,6,58
experiments/gene_essentiality_cancer/ai_messages/high_complexity--MRGPRX2,[2],"Lembo PM, Grazzini E, Groblewski T, et al. 2002. Proc Natl Acad Sci U S A. Proenkephalin A gene products activate a new family of sensory neuron--specific GPCRs.",10.1038/nn815,https://doi.org/10.1038/nn815,Proenkephalin A gene products activate a new family of sensory neuron–specific GPCRs,Lembo,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[1],"Brachner A, Foisner R. 2011. Nucleus. ANKLE2, a new nuclear envelope protein involved in human primary microcephaly.",10.1042/bst20110724,https://doi.org/10.1042/bst20110724,Evolvement of LEM proteins as chromatin tethers at the nuclear periphery,Brachner,100,53
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[2],"Hussain MS, Baig SM, Neumann S, et al. 2013. Am J Hum Genet. A truncating mutation of CEP135 causes primary microcephaly and disturbed centrosomal function.",10.1016/j.ajhg.2012.03.016,https://doi.org/10.1016/j.ajhg.2012.03.016,A Truncating Mutation of CEP135 Causes Primary Microcephaly and Disturbed Centrosomal Function,Hussain,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[3],"De Vos WH, Houben F, Kamps M, et al. 2011. Biochim Biophys Acta. Repetitive disruptions of the nuclear envelope invoke temporary loss of cellular compartmentalization in laminopathies.",10.1093/hmg/ddr344,https://doi.org/10.1093/hmg/ddr344,Repetitive disruptions of the nuclear envelope invoke temporary loss of cellular compartmentalization in laminopathies,De Vos,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[4],"Shay JW, Wright WE. 2011. Nat Rev Drug Discov. Telomerase therapeutics for cancer: challenges and new directions.",10.1038/nrd2081,https://doi.org/10.1038/nrd2081,Telomerase therapeutics for cancer: challenges and new directions,Shay,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPK,[1],"Bomsztyk K, Denisenko O, Ostrowski J. 2004. Nucleic Acids Res. Heterogeneous nuclear ribonucleoprotein K: an abundant, conserved, and essential pre-mRNA-binding protein.",10.1074/jbc.271.44.27701,https://doi.org/10.1074/jbc.271.44.27701,"Zik1, a Transcriptional Repressor That Interacts with the Heterogeneous Nuclear Ribonucleoprotein Particle K Protein",Denisenko,100,60
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPK,[2],"Carpenter B, McKay M, Dundas SR, Lawrie LC, Telfer C, Murray GI. 2006. Br J Cancer. Heterogeneous nuclear ribonucleoprotein K is over expressed, aberrantly localised and is associated with poor prognosis in colorectal cancer.",10.1038/sj.bjc.6603349,https://doi.org/10.1038/sj.bjc.6603349,"Heterogeneous nuclear ribonucleoprotein K is over expressed, aberrantly localised and is associated with poor prognosis in colorectal cancer",Carpenter,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPK,[3],"Barboro P, Ferrari N, Balbi C. 2014. Cell Death Dis. Emerging roles of heterogeneous nuclear ribonucleoprotein K (hnRNP K) in cancer progression.",10.1016/j.canlet.2014.06.019,https://doi.org/10.1016/j.canlet.2014.06.019,Emerging roles of heterogeneous nuclear ribonucleoprotein K (hnRNP K) in cancer progression,Barboro,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPK,[4],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPK,[5],"Meyers RM, Bryan JG, McFarland JM, Weir BA, Sizemore AE, Xu H, Dharia NV, Montgomery PG, Cowley GS, Pantel S, Goodale A, Lee Y, Ali LD, Jiang G, Lubonja R, Harrington WF, Strickland M, Wu T, Hawes DC, Zhivich VA, Wyatt MR, Kalani Z, Chang JJ, Okamoto M, Stegmaier K, Golub TR, Boehm JS, Vazquez F, Root DE, Hahn WC, Tsherniak A. 2017. Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.1038/ng.3984,https://doi.org/10.1038/ng.3984,Computational correction of copy number effect improves specificity of CRISPR–Cas9 essentiality screens in cancer cells,Meyers,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR52W1,[1],"Niimura Y, Nei M. 2003. Evolution of olfactory receptor genes in the human genome. Proceedings of the National Academy of Sciences. 100(21): 12235-12240.",10.1073/pnas.1635157100,https://doi.org/10.1073/pnas.1635157100,Evolution of olfactory receptor genes in the human genome,Niimura,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR52W1,[2],"Buck L, Axel R. 1991. A novel multigene family may encode odorant receptors: a molecular basis for odor recognition. Cell. 65(1): 175-187.",10.1016/0092-8674(91)90418-x,https://doi.org/10.1016/0092-8674(91)90418-x,A novel multigene family may encode odorant receptors: A molecular basis for odor recognition,Buck,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR52W1,[3],"Flegel C, Manteniotis S, Osthold S, Hatt H, Gisselmann G. 2013. Expression profile of ectopic olfactory receptors determined by deep sequencing. PLoS One. 8(2): e55368.",10.1371/journal.pone.0055368,https://doi.org/10.1371/journal.pone.0055368,Expression Profile of Ectopic Olfactory Receptors Determined by Deep Sequencing,Flegel,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR52W1,[4],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities. Cell. 163(6): 1515-1526.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[1],"Geuens T, Bouhy D, Timmerman V. 2016. The hnRNP family: insights into their role in health and disease. Human Genetics.",10.1007/s00439-016-1683-5,https://doi.org/10.1007/s00439-016-1683-5,The hnRNP family: insights into their role in health and disease,Geuens,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[2],"Shilo A, Ben Hur V, Denichenko P, Stein I, Pikarsky E, Rauch J, Kolch W, Zender L, Karni R. 2014. Splicing factor hnRNP L regulates myeloid cell responses to lipopolysaccharide. Immunity.",10.1261/rna.042259.113,https://doi.org/10.1261/rna.042259.113,Splicing factor hnRNP A2 activates the Ras-MAPK-ERK pathway by controlling A-Raf splicing in hepatocellular carcinoma development,Shilo,100,46
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[3],"Zhang J, Manley JL. 2013. Misregulation of pre-mRNA alternative splicing in cancer. Cancer Discovery.",10.1158/2159-8290.cd-13-0253,https://doi.org/10.1158/2159-8290.cd-13-0253,Misregulation of Pre-mRNA Alternative Splicing in Cancer,Zhang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[4],"Wang J, Guo Y, Chu H, Guan Y, Bi J, Wang B. 2013. Multiple functions of the RNA-binding protein HuR in cancer progression, treatment responses and prognosis. International Journal of Molecular Sciences.",10.3390/ijms140510015,https://doi.org/10.3390/ijms140510015,"Multiple Functions of the RNA-Binding Protein HuR in Cancer Progression, Treatment Responses and Prognosis",Wang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[5],"Huang H, Zhang J, Harvey SE, Hu X, Cheng C. 2017. RNA G-quadruplex secondary structure promotes alternative splicing via the RNA-binding protein hnRNPF. Genes & Development.",10.1101/gad.305862.117,https://doi.org/10.1101/gad.305862.117,RNA G-quadruplex secondary structure promotes alternative splicing via the RNA-binding protein hnRNPF,Huang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HNRNPL,[6],"Wang Z, Kayikci M, Briese M, Zarnack K, Luscombe NM, Rot G, Zupan B, Curk T, Ule J. 2010. iCLIP predicts the dual splicing effects of TIA-RNA interactions. PLoS Biology.",10.1371/journal.pbio.1000530,https://doi.org/10.1371/journal.pbio.1000530,iCLIP Predicts the Dual Splicing Effects of TIA-RNA Interactions,Wang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[1],"Kubota H, Hynes G, Willison K. 1995. The chaperonin containing t-complex polypeptide 1 (TCP-1). Multisubunit machinery assisting in protein folding and assembly in the eukaryotic cytosol. Eur J Biochem. The eight-subunit chaperonin containing TCP-1.",10.1007/978-3-642-85252-7_11,https://doi.org/10.1007/978-3-642-85252-7_11,The chaperonin containing t-complex polypeptide 1 (TCP-1),Kubota,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[2],"Yokota S, Yanagi H, Yura T, Kubota H. 1999. Cytosolic chaperonin-containing t-complex polypeptide 1 changes the content of a particular subunit species concomitant with substrate binding and folding activities during the cell cycle. Eur J Biochem. Cell cycle-dependent expression of the chaperonin containing TCP-1.",10.1046/j.1432-1327.2001.02393.x,https://doi.org/10.1046/j.1432-1327.2001.02393.x,Cytosolic chaperonin‐containing t‐complex polypeptide 1 changes the content of a particular subunit species concomitant with substrate binding and folding activities during the cell cycle,Yokota,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[3],"Guest ST, Kratche ZR, Bollig-Fischer A, Haddad R, Ethier SP. 2015. Two members of the TRiC chaperonin complex, CCT2 and TCP1 are essential for survival of breast cancer cells and are linked to driving oncogenes. Exp Cell Res. Essentiality of TRiC/CCT subunits in breast cancer cells.",10.1016/j.yexcr.2015.02.005,https://doi.org/10.1016/j.yexcr.2015.02.005,"Two members of the TRiC chaperonin complex, CCT2 and TCP1 are essential for survival of breast cancer cells and are linked to driving oncogenes",Guest,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[4],"Hanahan D, Weinberg RA. 2011. Hallmarks of cancer: the next generation. Cell. The hallmarks of cancer.",10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[5],"Fletcher DA, Mullins RD. 2010. Cell mechanics and the cytoskeleton. Nature. The role of the cytoskeleton in cell mechanics.",10.1038/nature08908,https://doi.org/10.1038/nature08908,Cell mechanics and the cytoskeleton,Fletcher,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--CCT5,[6],"Yam AY, Xia Y, Lin HT, Burlingame A, Gerstein M, Frydman J. 2008. Defining the TRiC/CCT interactome links chaperonin function to stabilization of newly made proteins with complex topologies. Nat Struct Mol Biol. The TRiC/CCT interactome and its role in protein folding.",10.1038/nsmb.1515,https://doi.org/10.1038/nsmb.1515,Defining the TRiC/CCT interactome links chaperonin function to stabilization of newly made proteins with complex topologies,Yam,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--GK2,[1],"Bairoch A, Apweiler R. 2000. The SWISS-PROT protein sequence database and its supplement TrEMBL in 2000. Nucleic Acids Res. 28(1):45-48.",10.1093/nar/28.1.45,https://doi.org/10.1093/nar/28.1.45,The SWISS-PROT protein sequence database and its supplement TrEMBL in 2000,Bairoch,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--GK2,[2],"Nelson DL, Cox MM. 2017. Lehninger Principles of Biochemistry. 7th ed. W.H. Freeman and Company.",10.1002/bmb.2005.494033010419,https://doi.org/10.1002/bmb.2005.494033010419,"Lehninger principles of biochemistry (4th ed.): Nelson, D., and Cox, M.",Boyle,11,93
experiments/gene_essentiality_cancer/ai_messages/high_complexity--GK2,[3],"Hanahan D, Weinberg RA. 2011. Hallmarks of cancer: the next generation. Cell. 144(5):646-674.",10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IFNA10,[1],"Pestka S, Krause CD, Walter MR. 2004. Cytokine Growth Factor Rev. Interferons, interferon-like cytokines, and their receptors.",10.1111/j.0105-2896.2004.00204.x,https://doi.org/10.1111/j.0105-2896.2004.00204.x,"Interferons, interferon‐like cytokines, and their receptors",Pestka,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IFNA10,[2],"Borden EC, Sen GC, Uze G, Silverman RH, Ransohoff RM, Foster GR, Stark GR. 2007. J Biol Chem. Interferons at age 50: past, current and future impact on biomedicine.",10.1038/nrd2422,https://doi.org/10.1038/nrd2422,"Interferons at age 50: past, current and future impact on biomedicine",Borden,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IFNA10,[3],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IFNA10,[4],"Meyers RM, Bryan JG, McFarland JM, Weir BA, Sizemore AE, Xu H, Dharia NV, Montgomery PG, Cowley GS, Pantel S, Goodale A, Lee Y, Ali LD, Jiang G, Lubonja R, Harrington WF, Strickland M, Wu T, Hawes DC, Zhivich VA, Wyatt MR, Kalani Z, Chang JJ, Okamoto M, Stegmaier K, Golub TR, Boehm JS, Vazquez F, Root DE, Hahn WC, Tsherniak A. 2017. Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.1038/ng.3984,https://doi.org/10.1038/ng.3984,Computational correction of copy number effect improves specificity of CRISPR–Cas9 essentiality screens in cancer cells,Meyers,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRT82,[1],"Schweizer J, Bowden PE, Coulombe PA, et al. 2006. J Cell Biol. New consensus nomenclature for mammalian keratins.",10.1083/jcb.200603161,https://doi.org/10.1083/jcb.200603161,New consensus nomenclature for mammalian keratins,Schweizer,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRT82,[2],"Coulombe PA, Omary MB. 2002. Nat Rev Mol Cell Biol. 'Hard' and 'soft' principles defining the structure, function and regulation of keratin intermediate filaments.",10.1016/s0955-0674(01)00301-5,https://doi.org/10.1016/s0955-0674(01)00301-5,"‘Hard’ and ‘soft’ principles defining the structure, function and regulation of keratin intermediate filaments",Coulombe,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRT82,[3],"Langbein L, Rogers MA, Winter H, et al. 2001. J Biol Chem. The catalog of human hair keratins. I. Expression of the nine type I members in the hair follicle.",10.1074/jbc.m103305200,https://doi.org/10.1074/jbc.m103305200,The Catalog of Human Hair Keratins,Langbein,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRTAP9-3,[1],"Shimomura Y, Wajid M, Petukhova L, Kurban M, Christiano AM. 2010. Human Molecular Genetics. Mutations in the keratin-associated protein 9-3 (KRTAP9-3) gene underlie autosomal dominant woolly hair.",10.1016/j.ajhg.2010.02.025,https://doi.org/10.1016/j.ajhg.2010.02.025,"Autosomal-Dominant Woolly Hair Resulting from Disruption of Keratin 74 (KRT74), a Potential Determinant of Human Hair Texture",Shimomura,100,56
experiments/gene_essentiality_cancer/ai_messages/high_complexity--KRTAP9-3,[2],"Rogers MA, Langbein L, Praetzel-Wunder S, Winter H, Schweizer J. 2006. Journal of Investigative Dermatology. Human hair keratin-associated proteins (KAPs).",10.1016/s0074-7696(06)51006-x,https://doi.org/10.1016/s0074-7696(06)51006-x,Human Hair Keratin‐Associated Proteins (KAPs),Rogers,100,100
